treatment,day,revalence_index,class_label,voc_count
Control ,8,93.95,spoiled,84
Control ,8,93.87,spoiled,84
Control ,8,92.22,spoiled,84
Control ,8,91.67,spoiled,84
Control ,8,90.83,spoiled,84
Control ,8,90.65,spoiled,84
Control ,8,90.23,spoiled,84
Control ,8,97.89,spoiled,84
Control ,8,97.87,spoiled,84
Control ,8,97.31,spoiled,84
Control ,8,97.09,spoiled,84
Control ,8,96.02,spoiled,84
Control ,8,97.94,spoiled,84
Control ,8,97.65,spoiled,84
Control ,8,97.19,spoiled,84
Control ,8,97.16,spoiled,84
Control ,8,96.44,spoiled,84
Control ,8,96.31,spoiled,84
Control ,8,95.39,spoiled,84
Control ,8,93.22,spoiled,84
Control ,8,93.03,spoiled,84
Control ,8,92.7,spoiled,84
Control ,8,95.87,spoiled,84
Control ,8,86.44,spoiled,84
Control ,8,81.96,spoiled,84
Control ,8,81.78,spoiled,84
Control ,8,81.67,spoiled,84
Control ,8,77.54,spoiled,84
Control ,8,77.26,spoiled,84
Control ,8,63.12,spoiled,84
Control ,8,62.85,spoiled,84
Control ,8,62.83,spoiled,84
Control ,8,96.14,spoiled,84
Control ,8,95.98,spoiled,84
Control ,8,95.47,spoiled,84
Control ,8,95.23,spoiled,84
Control ,8,95.09,spoiled,84
Control ,8,96.78,spoiled,84
Control ,8,96.77,spoiled,84
Control ,8,96.48,spoiled,84
Control ,8,96.32,spoiled,84
Control ,8,96.25,spoiled,84
Control ,8,92.87,spoiled,84
Control ,8,92.71,spoiled,84
Control ,8,92.36,spoiled,84
Control ,8,92.16,spoiled,84
Control ,8,91.88,spoiled,84
Control ,8,98.71,spoiled,84
Control ,8,98.43,spoiled,84
Control ,8,97.69,spoiled,84
Control ,8,97.46,spoiled,84
Control ,8,97.04,spoiled,84
Control ,8,98.24,spoiled,84
Control ,8,96.31,spoiled,84
Control ,8,96.05,spoiled,84
Control ,8,94.55,spoiled,84
Control ,8,94.47,spoiled,84
Control ,8,46.98,spoiled,84
Control ,8,46.91,spoiled,84
Control ,8,46.87,spoiled,84
Control ,8,46.31,spoiled,84
Control ,8,46.3,spoiled,84
Control ,8,33.42,spoiled,131
Control ,8,79.38,spoiled,131
Control ,8,79.19,spoiled,131
Control ,8,78.01,spoiled,131
Control ,8,0.08,spoiled,131
Control ,8,60.6,spoiled,131
Control ,8,58.28,spoiled,131
Control ,8,58.26,spoiled,131
Control ,8,56.84,spoiled,131
Control ,8,39.42,spoiled,131
Control ,8,90.78,spoiled,131
Control ,8,87.3,spoiled,131
Control ,8,83.49,spoiled,131
Control ,8,82.51,spoiled,131
Control ,8,25.08,spoiled,131
Control ,8,95.28,spoiled,131
Control ,8,95.07,spoiled,131
Control ,8,93.92,spoiled,131
Control ,8,92.65,spoiled,131
Control ,8,90.84,spoiled,131
Control ,8,94.6,spoiled,131
Control ,8,92.8,spoiled,131
Control ,8,92.68,spoiled,131
Control ,8,89.95,spoiled,131
Control ,8,89.87,spoiled,131
Control ,8,84.53,spoiled,131
Control ,8,83.84,spoiled,131
Control ,8,83.49,spoiled,131
Control ,8,82.5,spoiled,131
Control ,8,81.42,spoiled,131
Control ,8,64.0,spoiled,131
Control ,8,63.73,spoiled,131
Control ,8,63.19,spoiled,131
Control ,8,63.17,spoiled,131
Control ,8,62.13,spoiled,131
Control ,8,98.02,spoiled,131
Control ,8,95.02,spoiled,131
Control ,8,94.18,spoiled,131
Control ,8,92.94,spoiled,131
Control ,8,91.84,spoiled,131
Control ,8,80.4,spoiled,131
Control ,8,80.36,spoiled,131
Control ,8,80.11,spoiled,131
Control ,8,79.54,spoiled,131
Control ,8,79.15,spoiled,131
Control ,8,97.61,spoiled,131
Control ,8,97.26,spoiled,131
Control ,8,95.4,spoiled,131
Control ,8,95.0,spoiled,131
Control ,8,94.31,spoiled,131
Control ,8,97.41,spoiled,131
Control ,8,97.21,spoiled,131
Control ,8,97.08,spoiled,131
Control ,8,96.5,spoiled,131
Control ,8,96.49,spoiled,131
Control ,8,93.17,spoiled,131
Control ,8,80.36,spoiled,131
Control ,8,80.36,spoiled,131
Control ,8,79.98,spoiled,131
Control ,8,79.69,spoiled,131
Control ,8,93.38,spoiled,131
Control ,8,93.12,spoiled,131
Control ,8,92.75,spoiled,131
Control ,8,91.82,spoiled,131
Control ,8,55.5,spoiled,131
Control ,8,76.44,spoiled,131
Control ,8,74.24,spoiled,131
Control ,8,74.22,spoiled,131
Control ,8,74.12,spoiled,131
Control ,8,73.4,spoiled,131
Control ,8,98.98,spoiled,131
Control ,8,98.87,spoiled,131
Control ,8,98.72,spoiled,131
Control ,8,98.55,spoiled,131
Control ,8,98.44,spoiled,131
Control ,8,80.5,spoiled,131
Control ,8,78.54,spoiled,131
Control ,8,77.83,spoiled,131
Control ,8,62.58,spoiled,131
Control ,8,62.44,spoiled,131
Control ,8,95.04,spoiled,131
Control ,8,93.54,spoiled,131
Control ,8,93.45,spoiled,131
Control ,8,93.33,spoiled,131
Control ,8,92.87,spoiled,131
Control ,8,95.26,spoiled,131
Control ,8,95.17,spoiled,131
Control ,8,94.45,spoiled,131
Control ,8,94.05,spoiled,131
Control ,8,93.83,spoiled,131
Control ,8,71.4,spoiled,131
Control ,8,71.31,spoiled,131
Control ,8,71.19,spoiled,131
Control ,8,71.18,spoiled,131
Control ,8,71.14,spoiled,131
Control ,8,88.96,spoiled,131
Control ,8,87.81,spoiled,131
Control ,8,87.51,spoiled,131
Control ,8,87.44,spoiled,131
Control ,8,86.89,spoiled,131
Control ,8,87.89,spoiled,131
Control ,8,87.56,spoiled,131
Control ,8,87.39,spoiled,131
Control ,8,87.3,spoiled,131
Control ,8,87.17,spoiled,131
Control ,8,70.67,spoiled,131
Control ,8,70.64,spoiled,131
Control ,8,70.5,spoiled,131
Control ,8,70.39,spoiled,131
Control ,8,70.31,spoiled,131
Control ,8,87.64,spoiled,131
Control ,8,87.59,spoiled,131
Control ,8,87.58,spoiled,131
Control ,8,87.15,spoiled,131
Control ,8,87.08,spoiled,131
Control ,8,95.78,spoiled,131
Control ,8,95.04,spoiled,131
Control ,8,94.68,spoiled,131
Control ,8,94.54,spoiled,131
Control ,8,94.03,spoiled,131
Control ,8,36.4,spoiled,131
Control ,8,36.08,spoiled,131
Control ,8,80.12,spoiled,131
Control ,8,79.84,spoiled,131
Control ,8,79.58,spoiled,131
Control ,8,79.45,spoiled,131
Control ,8,79.39,spoiled,131
Control ,8,84.77,spoiled,131
Control ,8,84.36,spoiled,131
Control ,8,83.69,spoiled,131
Control ,8,82.51,spoiled,131
Control ,8,60.48,spoiled,59
Control ,8,60.47,spoiled,59
Control ,8,60.16,spoiled,59
Control ,8,37.58,spoiled,59
Control ,8,82.58,spoiled,59
Control ,8,61.32,spoiled,59
Control ,8,61.14,spoiled,59
Control ,8,59.92,spoiled,59
Control ,8,58.65,spoiled,59
Control ,8,95.33,spoiled,59
Control ,8,95.12,spoiled,59
Control ,8,94.22,spoiled,59
Control ,8,92.7,spoiled,59
Control ,8,90.7,spoiled,59
Control ,8,98.31,spoiled,59
Control ,8,96.61,spoiled,59
Control ,8,96.57,spoiled,59
Control ,8,93.48,spoiled,59
Control ,8,93.4,spoiled,59
Control ,8,96.8,spoiled,59
Control ,8,96.78,spoiled,59
Control ,8,96.22,spoiled,59
Control ,8,95.97,spoiled,59
Control ,8,94.92,spoiled,59
Control ,8,78.73,spoiled,59
Control ,8,78.08,spoiled,59
Control ,8,77.73,spoiled,59
Control ,8,77.04,spoiled,59
Control ,8,76.69,spoiled,59
Control ,8,98.94,spoiled,59
Control ,8,98.87,spoiled,59
Control ,8,97.38,spoiled,59
Control ,8,97.25,spoiled,59
Control ,8,94.49,spoiled,59
Control ,8,81.24,spoiled,59
Control ,8,81.24,spoiled,59
Control ,8,79.94,spoiled,59
Control ,8,79.57,spoiled,59
Control ,8,79.43,spoiled,59
Control ,8,92.01,spoiled,59
Control ,8,82.64,spoiled,59
Control ,8,82.58,spoiled,59
Control ,8,82.47,spoiled,59
Control ,8,82.33,spoiled,59
Control ,8,75.85,spoiled,59
Control ,8,75.21,spoiled,59
Control ,8,75.08,spoiled,59
Control ,8,75.08,spoiled,59
Control ,8,75.02,spoiled,59
Control ,8,96.63,spoiled,59
Control ,8,96.3,spoiled,59
Control ,8,96.3,spoiled,59
Control ,8,96.21,spoiled,59
Control ,8,95.63,spoiled,59
Control ,8,91.06,spoiled,59
Control ,8,89.6,spoiled,59
Control ,8,89.53,spoiled,59
Control ,8,44.1,spoiled,59
Control ,8,44.07,spoiled,59
Control ,8,6.8,spoiled,74
Control ,8,0.02,spoiled,74
Control ,8,63.95,spoiled,74
Control ,8,61.5,spoiled,74
Control ,8,61.29,spoiled,74
Control ,8,59.8,spoiled,74
Control ,8,58.82,spoiled,74
Control ,8,95.31,spoiled,74
Control ,8,95.1,spoiled,74
Control ,8,93.43,spoiled,74
Control ,8,92.68,spoiled,74
Control ,8,90.87,spoiled,74
Control ,8,84.91,spoiled,74
Control ,8,82.73,spoiled,74
Control ,8,82.39,spoiled,74
Control ,8,80.74,spoiled,74
Control ,8,80.67,spoiled,74
Control ,8,97.22,spoiled,74
Control ,8,97.09,spoiled,74
Control ,8,97.04,spoiled,74
Control ,8,95.95,spoiled,74
Control ,8,94.68,spoiled,74
Control ,8,65.5,spoiled,74
Control ,8,65.32,spoiled,74
Control ,8,65.25,spoiled,74
Control ,8,64.75,spoiled,74
Control ,8,64.39,spoiled,74
Control ,8,80.79,spoiled,74
Control ,8,80.58,spoiled,74
Control ,8,80.52,spoiled,74
Control ,8,80.39,spoiled,74
Control ,8,80.11,spoiled,74
Control ,8,77.1,spoiled,74
Control ,8,76.55,spoiled,74
Control ,8,76.53,spoiled,74
Control ,8,76.28,spoiled,74
Control ,8,75.93,spoiled,74
Control ,8,92.02,spoiled,74
Control ,8,92.01,spoiled,74
Control ,8,91.75,spoiled,74
Control ,8,91.74,spoiled,74
Control ,8,91.16,spoiled,74
Control ,8,91.19,spoiled,74
Control ,8,90.98,spoiled,74
Control ,8,90.48,spoiled,74
Control ,8,89.44,spoiled,74
Control ,8,89.38,spoiled,74
Control ,8,74.93,spoiled,74
Control ,8,69.89,spoiled,74
Control ,8,69.66,spoiled,74
Control ,8,68.8,spoiled,74
Control ,8,67.13,spoiled,74
Control ,8,91.88,spoiled,74
Control ,8,91.54,spoiled,74
Control ,8,91.54,spoiled,74
Control ,8,90.88,spoiled,74
Control ,8,90.64,spoiled,74
Control ,8,85.47,spoiled,74
Control ,8,85.4,spoiled,74
Control ,8,85.0,spoiled,74
Control ,8,84.93,spoiled,74
Control ,8,84.85,spoiled,74
Control ,8,97.04,spoiled,74
Control ,8,96.6,spoiled,74
Control ,8,96.39,spoiled,74
Control ,8,96.31,spoiled,74
Control ,8,96.23,spoiled,74
Control ,8,63.93,spoiled,74
Control ,8,63.93,spoiled,74
Control ,8,63.62,spoiled,74
Control ,8,63.53,spoiled,74
Control ,8,63.46,spoiled,74
Control ,8,90.25,spoiled,74
Control ,8,90.25,spoiled,74
Control ,8,70.41,spoiled,88
Control ,8,68.73,spoiled,88
Control ,8,28.58,spoiled,88
Control ,8,96.73,spoiled,88
Control ,8,93.03,spoiled,88
Control ,8,92.82,spoiled,88
Control ,8,90.55,spoiled,88
Control ,8,79.37,spoiled,88
Control ,8,21.29,spoiled,88
Control ,8,8.01,spoiled,88
Control ,8,0.63,spoiled,88
Control ,8,96.0,spoiled,88
Control ,8,95.79,spoiled,88
Control ,8,94.98,spoiled,88
Control ,8,93.35,spoiled,88
Control ,8,91.35,spoiled,88
Control ,8,97.52,spoiled,88
Control ,8,95.92,spoiled,88
Control ,8,95.88,spoiled,88
Control ,8,92.73,spoiled,88
Control ,8,92.65,spoiled,88
Control ,8,95.31,spoiled,88
Control ,8,95.24,spoiled,88
Control ,8,94.23,spoiled,88
Control ,8,93.7,spoiled,88
Control ,8,93.2,spoiled,88
Control ,8,91.05,spoiled,88
Control ,8,90.3,spoiled,88
Control ,8,89.42,spoiled,88
Control ,8,86.15,spoiled,88
Control ,8,58.45,spoiled,88
Control ,8,91.64,spoiled,88
Control ,8,91.63,spoiled,88
Control ,8,91.25,spoiled,88
Control ,8,91.08,spoiled,88
Control ,8,90.08,spoiled,88
Control ,8,80.14,spoiled,88
Control ,8,79.52,spoiled,88
Control ,8,79.05,spoiled,88
Control ,8,78.8,spoiled,88
Control ,8,78.6,spoiled,88
Control ,8,97.26,spoiled,88
Control ,8,96.18,spoiled,88
Control ,8,96.12,spoiled,88
Control ,8,95.66,spoiled,88
Control ,8,95.54,spoiled,88
Control ,8,80.73,spoiled,88
Control ,8,80.7,spoiled,88
Control ,8,80.52,spoiled,88
Control ,8,79.85,spoiled,88
Control ,8,79.63,spoiled,88
Control ,8,82.03,spoiled,88
Control ,8,81.89,spoiled,88
Control ,8,81.82,spoiled,88
Control ,8,81.68,spoiled,88
Control ,8,81.57,spoiled,88
Control ,8,95.94,spoiled,88
Control ,8,95.56,spoiled,88
Control ,8,95.12,spoiled,88
Control ,8,94.87,spoiled,88
Control ,8,94.7,spoiled,88
Control ,8,81.75,spoiled,88
Control ,8,81.06,spoiled,88
Control ,8,80.96,spoiled,88
Control ,8,80.92,spoiled,88
Control ,8,80.9,spoiled,88
Control ,8,94.61,spoiled,88
Control ,8,94.33,spoiled,88
Control ,8,94.32,spoiled,88
Control ,8,94.24,spoiled,88
Control ,8,93.67,spoiled,88
Control ,8,73.01,spoiled,88
Control ,8,72.81,spoiled,88
Control ,8,72.5,spoiled,88
Control ,8,72.48,spoiled,88
Control ,8,72.46,spoiled,88
Control ,8,98.39,spoiled,88
Control ,8,96.77,spoiled,88
Control ,8,96.7,spoiled,88
Control ,8,76.37,spoiled,88
Control ,8,67.4,spoiled,88
Control ,8,96.41,spoiled,88
Control ,8,95.89,spoiled,88
Control ,8,95.51,spoiled,88
Control ,8,95.36,spoiled,88
Control ,8,57.43,spoiled,88
Control ,8,71.38,spoiled,88
Control ,8,71.38,spoiled,88
Control ,8,80.88,spoiled,74
Control ,8,79.56,spoiled,74
Control ,8,79.05,spoiled,74
Control ,8,24.78,spoiled,74
Control ,8,65.03,spoiled,74
Control ,8,64.84,spoiled,74
Control ,8,63.47,spoiled,74
Control ,8,62.2,spoiled,74
Control ,8,45.67,spoiled,74
Control ,8,36.03,spoiled,74
Control ,8,34.65,spoiled,74
Control ,8,33.42,spoiled,74
Control ,8,32.74,spoiled,74
Control ,8,6.48,spoiled,74
Control ,8,96.13,spoiled,74
Control ,8,95.91,spoiled,74
Control ,8,95.01,spoiled,74
Control ,8,93.47,spoiled,74
Control ,8,91.55,spoiled,74
Control ,8,97.78,spoiled,74
Control ,8,96.0,spoiled,74
Control ,8,95.88,spoiled,74
Control ,8,92.97,spoiled,74
Control ,8,92.89,spoiled,74
Control ,8,99.45,spoiled,74
Control ,8,99.43,spoiled,74
Control ,8,98.98,spoiled,74
Control ,8,98.75,spoiled,74
Control ,8,97.67,spoiled,74
Control ,8,63.9,spoiled,74
Control ,8,63.41,spoiled,74
Control ,8,62.95,spoiled,74
Control ,8,62.76,spoiled,74
Control ,8,62.35,spoiled,74
Control ,8,85.86,spoiled,74
Control ,8,74.3,spoiled,74
Control ,8,74.29,spoiled,74
Control ,8,73.29,spoiled,74
Control ,8,73.2,spoiled,74
Control ,8,95.93,spoiled,74
Control ,8,83.75,spoiled,74
Control ,8,83.64,spoiled,74
Control ,8,82.82,spoiled,74
Control ,8,82.5,spoiled,74
Control ,8,83.54,spoiled,74
Control ,8,83.5,spoiled,74
Control ,8,83.27,spoiled,74
Control ,8,82.63,spoiled,74
Control ,8,82.4,spoiled,74
Control ,8,92.78,spoiled,74
Control ,8,81.28,spoiled,74
Control ,8,81.16,spoiled,74
Control ,8,81.11,spoiled,74
Control ,8,80.97,spoiled,74
Control ,8,88.5,spoiled,74
Control ,8,87.52,spoiled,74
Control ,8,86.83,spoiled,74
Control ,8,86.83,spoiled,74
Control ,8,86.81,spoiled,74
Control ,8,77.61,spoiled,74
Control ,8,76.95,spoiled,74
Control ,8,76.82,spoiled,74
Control ,8,76.73,spoiled,74
Control ,8,76.67,spoiled,74
Control ,8,93.78,spoiled,74
Control ,8,93.74,spoiled,74
Control ,8,93.74,spoiled,74
Control ,8,93.66,spoiled,74
Control ,8,93.09,spoiled,74
Control ,8,85.42,spoiled,74
Control ,8,83.95,spoiled,74
Control ,8,83.89,spoiled,74
Control ,8,65.5,spoiled,74
Control ,8,65.4,spoiled,74
Control ,8,85.46,spoiled,78
Control ,8,83.14,spoiled,78
Control ,8,0.93,spoiled,78
Control ,8,91.34,spoiled,78
Control ,8,91.07,spoiled,78
Control ,8,89.72,spoiled,78
Control ,8,87.54,spoiled,78
Control ,8,31.06,spoiled,78
Control ,8,49.73,spoiled,78
Control ,8,47.82,spoiled,78
Control ,8,46.32,spoiled,78
Control ,8,45.2,spoiled,78
Control ,8,14.39,spoiled,78
Control ,8,96.27,spoiled,78
Control ,8,96.06,spoiled,78
Control ,8,95.07,spoiled,78
Control ,8,93.62,spoiled,78
Control ,8,91.6,spoiled,78
Control ,8,98.46,spoiled,78
Control ,8,96.51,spoiled,78
Control ,8,96.38,spoiled,78
Control ,8,93.62,spoiled,78
Control ,8,93.54,spoiled,78
Control ,8,94.55,spoiled,78
Control ,8,93.87,spoiled,78
Control ,8,93.45,spoiled,78
Control ,8,93.04,spoiled,78
Control ,8,87.91,spoiled,78
Control ,8,88.09,spoiled,78
Control ,8,66.88,spoiled,78
Control ,8,66.71,spoiled,78
Control ,8,66.45,spoiled,78
Control ,8,66.37,spoiled,78
Control ,8,89.3,spoiled,78
Control ,8,79.08,spoiled,78
Control ,8,75.51,spoiled,78
Control ,8,75.48,spoiled,78
Control ,8,75.3,spoiled,78
Control ,8,96.71,spoiled,78
Control ,8,96.58,spoiled,78
Control ,8,95.53,spoiled,78
Control ,8,95.02,spoiled,78
Control ,8,94.9,spoiled,78
Control ,8,96.8,spoiled,78
Control ,8,96.8,spoiled,78
Control ,8,95.67,spoiled,78
Control ,8,95.26,spoiled,78
Control ,8,95.15,spoiled,78
Control ,8,91.4,spoiled,78
Control ,8,91.38,spoiled,78
Control ,8,91.02,spoiled,78
Control ,8,90.89,spoiled,78
Control ,8,90.87,spoiled,78
Control ,8,93.3,spoiled,78
Control ,8,91.39,spoiled,78
Control ,8,91.12,spoiled,78
Control ,8,89.23,spoiled,78
Control ,8,89.19,spoiled,78
Control ,8,88.09,spoiled,78
Control ,8,87.53,spoiled,78
Control ,8,87.37,spoiled,78
Control ,8,86.95,spoiled,78
Control ,8,86.9,spoiled,78
Control ,8,66.31,spoiled,78
Control ,8,60.66,spoiled,78
Control ,8,60.15,spoiled,78
Control ,8,60.04,spoiled,78
Control ,8,60.01,spoiled,78
Control ,8,95.24,spoiled,78
Control ,8,94.99,spoiled,78
Control ,8,94.98,spoiled,78
Control ,8,94.9,spoiled,78
Control ,8,94.33,spoiled,78
Control ,8,69.83,spoiled,78
Control ,8,68.69,spoiled,78
Control ,8,68.63,spoiled,78
Control ,8,39.81,spoiled,78
Control ,8,39.75,spoiled,78
Control ,8,79.91,spoiled,81
Control ,8,77.74,spoiled,81
Control ,8,0.1,spoiled,81
Control ,8,74.02,spoiled,81
Control ,8,71.38,spoiled,81
Control ,8,71.3,spoiled,81
Control ,8,28.72,spoiled,81
Control ,8,4.4,spoiled,81
Control ,8,95.46,spoiled,81
Control ,8,95.24,spoiled,81
Control ,8,94.52,spoiled,81
Control ,8,92.82,spoiled,81
Control ,8,90.38,spoiled,81
Control ,8,97.46,spoiled,81
Control ,8,96.26,spoiled,81
Control ,8,95.86,spoiled,81
Control ,8,92.67,spoiled,81
Control ,8,92.59,spoiled,81
Control ,8,85.61,spoiled,81
Control ,8,85.6,spoiled,81
Control ,8,85.22,spoiled,81
Control ,8,85.09,spoiled,81
Control ,8,84.16,spoiled,81
Control ,8,74.83,spoiled,81
Control ,8,74.35,spoiled,81
Control ,8,73.95,spoiled,81
Control ,8,73.28,spoiled,81
Control ,8,72.96,spoiled,81
Control ,8,72.65,spoiled,81
Control ,8,72.17,spoiled,81
Control ,8,71.1,spoiled,81
Control ,8,70.52,spoiled,81
Control ,8,69.71,spoiled,81
Control ,8,74.0,spoiled,81
Control ,8,73.98,spoiled,81
Control ,8,72.93,spoiled,81
Control ,8,72.83,spoiled,81
Control ,8,71.92,spoiled,81
Control ,8,92.22,spoiled,81
Control ,8,92.1,spoiled,81
Control ,8,91.04,spoiled,81
Control ,8,90.77,spoiled,81
Control ,8,90.65,spoiled,81
Control ,8,90.64,spoiled,81
Control ,8,90.52,spoiled,81
Control ,8,90.31,spoiled,81
Control ,8,89.65,spoiled,81
Control ,8,89.41,spoiled,81
Control ,8,94.04,spoiled,81
Control ,8,93.95,spoiled,81
Control ,8,93.8,spoiled,81
Control ,8,93.64,spoiled,81
Control ,8,93.52,spoiled,81
Control ,8,87.15,spoiled,81
Control ,8,86.77,spoiled,81
Control ,8,86.72,spoiled,81
Control ,8,86.53,spoiled,81
Control ,8,86.31,spoiled,81
Control ,8,90.23,spoiled,81
Control ,8,89.46,spoiled,81
Control ,8,89.35,spoiled,81
Control ,8,80.65,spoiled,81
Control ,8,80.12,spoiled,81
Control ,8,98.12,spoiled,81
Control ,8,97.78,spoiled,81
Control ,8,97.78,spoiled,81
Control ,8,97.69,spoiled,81
Control ,8,97.1,spoiled,81
Control ,8,82.7,spoiled,81
Control ,8,79.84,spoiled,81
Control ,8,79.43,spoiled,81
Control ,8,79.1,spoiled,81
Control ,8,78.94,spoiled,81
Control ,8,83.6,spoiled,81
Control ,8,82.22,spoiled,81
Control ,8,82.15,spoiled,81
Control ,8,81.17,spoiled,81
Control ,8,80.49,spoiled,81
Control ,8,37.01,spoiled,81
Control ,8,36.72,spoiled,81
Control ,8,36.45,spoiled,81
Control ,8,79.91,spoiled,81
Control ,8,77.74,spoiled,81
Control ,8,0.1,spoiled,81
Control ,8,74.02,spoiled,81
Control ,8,71.38,spoiled,81
Control ,8,71.3,spoiled,81
Control ,8,28.72,spoiled,81
Control ,8,4.4,spoiled,81
Control ,8,95.46,spoiled,81
Control ,8,95.24,spoiled,81
Control ,8,94.52,spoiled,81
Control ,8,92.82,spoiled,81
Control ,8,90.38,spoiled,81
Control ,8,97.46,spoiled,81
Control ,8,96.26,spoiled,81
Control ,8,95.86,spoiled,81
Control ,8,92.67,spoiled,81
Control ,8,92.59,spoiled,81
Control ,8,85.61,spoiled,81
Control ,8,85.6,spoiled,81
Control ,8,85.22,spoiled,81
Control ,8,85.09,spoiled,81
Control ,8,84.16,spoiled,81
Control ,8,74.83,spoiled,81
Control ,8,74.35,spoiled,81
Control ,8,73.95,spoiled,81
Control ,8,73.28,spoiled,81
Control ,8,72.96,spoiled,81
Control ,8,72.65,spoiled,81
Control ,8,72.17,spoiled,81
Control ,8,71.1,spoiled,81
Control ,8,70.52,spoiled,81
Control ,8,69.71,spoiled,81
Control ,8,74.0,spoiled,81
Control ,8,73.98,spoiled,81
Control ,8,72.93,spoiled,81
Control ,8,72.83,spoiled,81
Control ,8,71.92,spoiled,81
Control ,8,92.22,spoiled,81
Control ,8,92.1,spoiled,81
Control ,8,91.04,spoiled,81
Control ,8,90.77,spoiled,81
Control ,8,90.65,spoiled,81
Control ,8,90.64,spoiled,81
Control ,8,90.52,spoiled,81
Control ,8,90.31,spoiled,81
Control ,8,89.65,spoiled,81
Control ,8,89.41,spoiled,81
Control ,8,94.04,spoiled,81
Control ,8,93.95,spoiled,81
Control ,8,93.8,spoiled,81
Control ,8,93.64,spoiled,81
Control ,8,93.52,spoiled,81
Control ,8,87.15,spoiled,81
Control ,8,86.77,spoiled,81
Control ,8,86.72,spoiled,81
Control ,8,86.53,spoiled,81
Control ,8,86.31,spoiled,81
Control ,8,90.23,spoiled,81
Control ,8,89.46,spoiled,81
Control ,8,89.35,spoiled,81
Control ,8,80.65,spoiled,81
Control ,8,80.12,spoiled,81
Control ,8,98.12,spoiled,81
Control ,8,97.78,spoiled,81
Control ,8,97.78,spoiled,81
Control ,8,97.69,spoiled,81
Control ,8,97.1,spoiled,81
Control ,8,82.7,spoiled,81
Control ,8,79.84,spoiled,81
Control ,8,79.43,spoiled,81
Control ,8,79.1,spoiled,81
Control ,8,78.94,spoiled,81
Control ,8,83.6,spoiled,81
Control ,8,82.22,spoiled,81
Control ,8,82.15,spoiled,81
Control ,8,81.17,spoiled,81
Control ,8,80.49,spoiled,81
Control ,8,37.01,spoiled,81
Control ,8,36.72,spoiled,81
Control ,8,36.45,spoiled,81
TA 1,0,6.57,fresh,117
TA 1,0,0.02,fresh,117
TA 1,0,70.9,fresh,117
TA 1,0,68.33,fresh,117
TA 1,0,68.19,fresh,117
TA 1,0,66.66,fresh,117
TA 1,0,24.78,fresh,117
TA 1,0,8.96,fresh,117
TA 1,0,8.93,fresh,117
TA 1,0,8.47,fresh,117
TA 1,0,3.22,fresh,117
TA 1,0,0.72,fresh,117
TA 1,0,95.83,fresh,117
TA 1,0,95.61,fresh,117
TA 1,0,94.88,fresh,117
TA 1,0,93.18,fresh,117
TA 1,0,91.04,fresh,117
TA 1,0,76.87,fresh,117
TA 1,0,75.8,fresh,117
TA 1,0,75.73,fresh,117
TA 1,0,73.09,fresh,117
TA 1,0,73.03,fresh,117
TA 1,0,49.06,fresh,117
TA 1,0,48.9,fresh,117
TA 1,0,48.89,fresh,117
TA 1,0,48.79,fresh,117
TA 1,0,48.73,fresh,117
TA 1,0,40.29,fresh,117
TA 1,0,34.53,fresh,117
TA 1,0,34.27,fresh,117
TA 1,0,34.1,fresh,117
TA 1,0,34.09,fresh,117
TA 1,0,98.7,fresh,117
TA 1,0,94.98,fresh,117
TA 1,0,94.93,fresh,117
TA 1,0,94.79,fresh,117
TA 1,0,93.21,fresh,117
TA 1,0,56.82,fresh,117
TA 1,0,54.23,fresh,117
TA 1,0,49.43,fresh,117
TA 1,0,49.37,fresh,117
TA 1,0,49.31,fresh,117
TA 1,0,89.76,fresh,117
TA 1,0,87.58,fresh,117
TA 1,0,82.07,fresh,117
TA 1,0,81.6,fresh,117
TA 1,0,81.3,fresh,117
TA 1,0,98.41,fresh,117
TA 1,0,98.24,fresh,117
TA 1,0,98.08,fresh,117
TA 1,0,98.04,fresh,117
TA 1,0,97.69,fresh,117
TA 1,0,74.15,fresh,117
TA 1,0,74.0,fresh,117
TA 1,0,73.91,fresh,117
TA 1,0,73.65,fresh,117
TA 1,0,73.48,fresh,117
TA 1,0,77.64,fresh,117
TA 1,0,77.56,fresh,117
TA 1,0,77.46,fresh,117
TA 1,0,77.42,fresh,117
TA 1,0,77.38,fresh,117
TA 1,0,93.15,fresh,117
TA 1,0,77.15,fresh,117
TA 1,0,76.6,fresh,117
TA 1,0,76.52,fresh,117
TA 1,0,76.21,fresh,117
TA 1,0,79.63,fresh,117
TA 1,0,79.45,fresh,117
TA 1,0,79.16,fresh,117
TA 1,0,79.12,fresh,117
TA 1,0,79.05,fresh,117
TA 1,0,85.29,fresh,117
TA 1,0,84.28,fresh,117
TA 1,0,84.14,fresh,117
TA 1,0,84.12,fresh,117
TA 1,0,84.11,fresh,117
TA 1,0,93.45,fresh,117
TA 1,0,92.02,fresh,117
TA 1,0,91.96,fresh,117
TA 1,0,91.82,fresh,117
TA 1,0,91.62,fresh,117
TA 1,0,81.62,fresh,117
TA 1,0,81.44,fresh,117
TA 1,0,81.25,fresh,117
TA 1,0,81.11,fresh,117
TA 1,0,81.03,fresh,117
TA 1,0,96.09,fresh,117
TA 1,0,95.64,fresh,117
TA 1,0,94.74,fresh,117
TA 1,0,94.52,fresh,117
TA 1,0,93.64,fresh,117
TA 1,0,98.62,fresh,117
TA 1,0,96.95,fresh,117
