treatment,day,revalence_index,class_label,voc_count
TA 1,6,4.13,moderate,112
TA 1,6,4.09,moderate,112
TA 1,6,94.49,moderate,112
TA 1,6,94.28,moderate,112
TA 1,6,93.43,moderate,112
TA 1,6,91.88,moderate,112
TA 1,6,89.98,moderate,112
TA 1,6,98.44,moderate,112
TA 1,6,96.77,moderate,112
TA 1,6,96.74,moderate,112
TA 1,6,93.6,moderate,112
TA 1,6,93.52,moderate,112
TA 1,6,90.79,moderate,112
TA 1,6,90.12,moderate,112
TA 1,6,90.11,moderate,112
TA 1,6,89.42,moderate,112
TA 1,6,87.48,moderate,112
TA 1,6,85.64,moderate,112
TA 1,6,84.36,moderate,112
TA 1,6,83.29,moderate,112
TA 1,6,82.36,moderate,112
TA 1,6,73.76,moderate,112
TA 1,6,90.58,moderate,112
TA 1,6,89.92,moderate,112
TA 1,6,89.12,moderate,112
TA 1,6,80.39,moderate,112
TA 1,6,80.35,moderate,112
TA 1,6,78.57,moderate,112
TA 1,6,77.99,moderate,112
TA 1,6,77.65,moderate,112
TA 1,6,77.3,moderate,112
TA 1,6,73.84,moderate,112
TA 1,6,93.75,moderate,112
TA 1,6,93.26,moderate,112
TA 1,6,92.52,moderate,112
TA 1,6,91.43,moderate,112
TA 1,6,90.41,moderate,112
TA 1,6,93.86,moderate,112
TA 1,6,92.1,moderate,112
TA 1,6,91.91,moderate,112
TA 1,6,91.45,moderate,112
TA 1,6,91.18,moderate,112
TA 1,6,50.41,moderate,112
TA 1,6,50.33,moderate,112
TA 1,6,50.15,moderate,112
TA 1,6,50.05,moderate,112
TA 1,6,49.86,moderate,112
TA 1,6,83.78,moderate,112
TA 1,6,81.67,moderate,112
TA 1,6,71.84,moderate,112
TA 1,6,71.55,moderate,112
TA 1,6,70.68,moderate,112
TA 1,6,87.78,moderate,112
TA 1,6,86.35,moderate,112
TA 1,6,86.35,moderate,112
TA 1,6,85.65,moderate,112
TA 1,6,83.47,moderate,112
TA 1,6,96.52,moderate,112
TA 1,6,96.35,moderate,112
TA 1,6,96.31,moderate,112
TA 1,6,96.19,moderate,112
TA 1,6,96.06,moderate,112
TA 1,6,86.91,moderate,112
TA 1,6,86.56,moderate,112
TA 1,6,86.46,moderate,112
TA 1,6,86.42,moderate,112
TA 1,6,86.22,moderate,112
TA 1,6,93.4,moderate,112
TA 1,6,93.4,moderate,112
TA 1,6,93.13,moderate,112
TA 1,6,93.06,moderate,112
TA 1,6,93.01,moderate,112
TA 1,6,98.56,moderate,112
TA 1,6,97.31,moderate,112
TA 1,6,96.85,moderate,112
TA 1,6,96.57,moderate,112
TA 1,6,96.52,moderate,112
TA 1,6,95.34,moderate,112
TA 1,6,95.21,moderate,112
TA 1,6,93.76,moderate,112
TA 1,6,92.1,moderate,112
TA 1,6,90.62,moderate,112
TA 1,6,94.6,moderate,112
TA 1,6,93.71,moderate,112
TA 1,6,92.63,moderate,112
TA 1,6,90.0,moderate,112
TA 1,6,90.0,moderate,112
TA 1,6,97.45,moderate,112
TA 1,6,95.76,moderate,112
TA 1,6,95.66,moderate,112
TA 1,6,20.88,moderate,112
TA 1,6,20.75,moderate,112
TA 1,6,38.01,moderate,111
TA 1,6,30.15,moderate,111
TA 1,6,29.75,moderate,111
TA 1,6,28.87,moderate,111
TA 1,6,20.58,moderate,111
TA 1,6,20.32,moderate,111
TA 1,6,42.58,moderate,111
TA 1,6,42.46,moderate,111
TA 1,6,42.24,moderate,111
TA 1,6,15.46,moderate,111
TA 1,6,0.83,moderate,111
TA 1,6,54.27,moderate,111
TA 1,6,52.19,moderate,111
TA 1,6,51.37,moderate,111
TA 1,6,11.83,moderate,111
TA 1,6,0.66,moderate,111
TA 1,6,93.07,moderate,111
TA 1,6,92.87,moderate,111
TA 1,6,91.52,moderate,111
TA 1,6,90.8,moderate,111
TA 1,6,90.5,moderate,111
TA 1,6,88.4,moderate,111
TA 1,6,86.42,moderate,111
TA 1,6,85.9,moderate,111
TA 1,6,84.05,moderate,111
TA 1,6,83.98,moderate,111
TA 1,6,65.52,moderate,111
TA 1,6,42.19,moderate,111
TA 1,6,41.68,moderate,111
TA 1,6,41.47,moderate,111
TA 1,6,40.46,moderate,111
TA 1,6,95.67,moderate,111
TA 1,6,92.46,moderate,111
TA 1,6,89.47,moderate,111
TA 1,6,61.03,moderate,111
TA 1,6,59.49,moderate,111
TA 1,6,82.13,moderate,111
TA 1,6,78.14,moderate,111
TA 1,6,78.01,moderate,111
TA 1,6,74.9,moderate,111
TA 1,6,73.97,moderate,111
TA 1,6,91.8,moderate,111
TA 1,6,91.67,moderate,111
TA 1,6,90.8,moderate,111
TA 1,6,89.72,moderate,111
TA 1,6,88.72,moderate,111
TA 1,6,92.28,moderate,111
TA 1,6,91.81,moderate,111
TA 1,6,91.61,moderate,111
TA 1,6,91.34,moderate,111
TA 1,6,90.9,moderate,111
TA 1,6,71.6,moderate,111
TA 1,6,71.48,moderate,111
TA 1,6,71.45,moderate,111
TA 1,6,71.37,moderate,111
TA 1,6,71.2,moderate,111
TA 1,6,84.76,moderate,111
TA 1,6,84.15,moderate,111
TA 1,6,80.66,moderate,111
TA 1,6,79.77,moderate,111
TA 1,6,79.46,moderate,111
TA 1,6,80.22,moderate,111
TA 1,6,80.12,moderate,111
TA 1,6,79.9,moderate,111
TA 1,6,79.84,moderate,111
TA 1,6,79.6,moderate,111
TA 1,6,85.32,moderate,111
TA 1,6,85.01,moderate,111
TA 1,6,84.79,moderate,111
TA 1,6,74.64,moderate,111
TA 1,6,73.12,moderate,111
TA 1,6,89.58,moderate,111
TA 1,6,76.55,moderate,111
TA 1,6,76.51,moderate,111
TA 1,6,76.1,moderate,111
TA 1,6,75.72,moderate,111
TA 1,6,90.81,moderate,111
TA 1,6,90.74,moderate,111
TA 1,6,90.69,moderate,111
TA 1,6,90.66,moderate,111
TA 1,6,90.51,moderate,111
TA 1,6,76.4,moderate,111
TA 1,6,76.28,moderate,111
TA 1,6,75.57,moderate,111
TA 1,6,75.49,moderate,111
TA 1,6,75.06,moderate,111
TA 1,6,90.47,moderate,111
TA 1,6,89.62,moderate,111
TA 1,6,89.52,moderate,111
TA 1,6,89.52,moderate,111
TA 1,6,89.29,moderate,111
TA 1,6,94.31,moderate,111
TA 1,6,93.4,moderate,111
TA 1,6,92.85,moderate,111
TA 1,6,92.65,moderate,111
TA 1,6,92.28,moderate,111
TA 1,6,84.58,moderate,111
TA 1,6,84.54,moderate,111
TA 1,6,84.46,moderate,111
TA 1,6,84.18,moderate,111
TA 1,6,84.0,moderate,111
TA 1,6,78.33,moderate,111
TA 1,6,78.14,moderate,111
TA 1,6,78.11,moderate,111
TA 1,6,77.36,moderate,111
TA 1,6,77.12,moderate,111
TA 1,6,97.87,moderate,111
TA 1,6,96.64,moderate,111
TA 1,6,96.62,moderate,111
TA 1,6,96.39,moderate,111
TA 1,6,92.57,moderate,111
TA 1,6,35.02,moderate,110
TA 1,6,17.9,moderate,110
TA 1,6,25.62,moderate,110
TA 1,6,25.6,moderate,110
TA 1,6,15.91,moderate,110
TA 1,6,15.86,moderate,110
TA 1,6,8.31,moderate,110
TA 1,6,56.38,moderate,110
TA 1,6,54.24,moderate,110
TA 1,6,54.22,moderate,110
TA 1,6,52.91,moderate,110
TA 1,6,29.44,moderate,110
TA 1,6,95.81,moderate,110
TA 1,6,95.59,moderate,110
TA 1,6,94.21,moderate,110
TA 1,6,93.16,moderate,110
TA 1,6,91.5,moderate,110
TA 1,6,82.22,moderate,110
TA 1,6,80.46,moderate,110
TA 1,6,80.11,moderate,110
TA 1,6,78.18,moderate,110
TA 1,6,78.12,moderate,110
TA 1,6,77.12,moderate,110
TA 1,6,76.88,moderate,110
TA 1,6,76.68,moderate,110
TA 1,6,76.52,moderate,110
TA 1,6,76.42,moderate,110
TA 1,6,84.69,moderate,110
TA 1,6,84.04,moderate,110
TA 1,6,83.29,moderate,110
TA 1,6,83.03,moderate,110
TA 1,6,83.01,moderate,110
TA 1,6,83.95,moderate,110
TA 1,6,82.98,moderate,110
TA 1,6,82.55,moderate,110
TA 1,6,82.09,moderate,110
TA 1,6,81.99,moderate,110
TA 1,6,73.4,moderate,110
TA 1,6,72.99,moderate,110
TA 1,6,52.81,moderate,110
TA 1,6,52.51,moderate,110
TA 1,6,52.25,moderate,110
TA 1,6,93.85,moderate,110
TA 1,6,71.79,moderate,110
TA 1,6,71.67,moderate,110
TA 1,6,71.33,moderate,110
TA 1,6,70.97,moderate,110
TA 1,6,94.86,moderate,110
TA 1,6,94.72,moderate,110
TA 1,6,94.7,moderate,110
TA 1,6,94.54,moderate,110
TA 1,6,94.53,moderate,110
TA 1,6,67.09,moderate,110
TA 1,6,67.09,moderate,110
TA 1,6,66.95,moderate,110
TA 1,6,66.92,moderate,110
TA 1,6,66.81,moderate,110
TA 1,6,95.18,moderate,110
TA 1,6,95.03,moderate,110
TA 1,6,94.28,moderate,110
TA 1,6,93.89,moderate,110
TA 1,6,93.89,moderate,110
TA 1,6,93.57,moderate,110
TA 1,6,93.08,moderate,110
TA 1,6,93.08,moderate,110
TA 1,6,92.78,moderate,110
TA 1,6,92.23,moderate,110
TA 1,6,96.33,moderate,110
TA 1,6,93.32,moderate,110
TA 1,6,93.29,moderate,110
TA 1,6,93.25,moderate,110
TA 1,6,93.24,moderate,110
TA 1,6,97.78,moderate,110
TA 1,6,97.7,moderate,110
TA 1,6,97.37,moderate,110
TA 1,6,97.12,moderate,110
TA 1,6,97.06,moderate,110
TA 1,6,88.69,moderate,110
TA 1,6,88.32,moderate,110
TA 1,6,88.16,moderate,110
TA 1,6,87.93,moderate,110
TA 1,6,87.86,moderate,110
TA 1,6,82.7,moderate,110
TA 1,6,81.32,moderate,110
TA 1,6,81.19,moderate,110
TA 1,6,77.74,moderate,110
TA 1,6,77.54,moderate,110
TA 1,6,95.79,moderate,110
TA 1,6,95.28,moderate,110
TA 1,6,95.25,moderate,110
TA 1,6,95.16,moderate,110
TA 1,6,94.57,moderate,110
TA 1,6,68.82,moderate,110
TA 1,6,68.39,moderate,110
TA 1,6,68.26,moderate,110
TA 1,6,68.19,moderate,110
TA 1,6,68.04,moderate,110
TA 1,6,95.64,moderate,110
TA 1,6,95.29,moderate,110
TA 1,6,94.46,moderate,110
TA 1,6,94.33,moderate,110
TA 1,6,62.29,moderate,110
TA 1,6,66.37,moderate,110
TA 1,6,66.12,moderate,110
TA 1,6,65.98,moderate,110
TA 1,6,65.94,moderate,110
TA 1,6,65.68,moderate,110
TA 1,6,20.39,moderate,110
TA 1,6,20.24,moderate,110
TA 1,6,20.14,moderate,110
TA 1,6,85.38,moderate,102
TA 1,6,80.33,moderate,102
TA 1,6,65.8,moderate,102
TA 1,6,63.28,moderate,102
TA 1,6,63.24,moderate,102
TA 1,6,61.69,moderate,102
TA 1,6,10.77,moderate,102
TA 1,6,52.68,moderate,102
TA 1,6,52.52,moderate,102
TA 1,6,49.92,moderate,102
TA 1,6,48.71,moderate,102
TA 1,6,21.61,moderate,102
TA 1,6,95.76,moderate,102
TA 1,6,95.55,moderate,102
TA 1,6,94.0,moderate,102
TA 1,6,93.12,moderate,102
TA 1,6,91.54,moderate,102
TA 1,6,84.19,moderate,102
TA 1,6,82.1,moderate,102
TA 1,6,81.52,moderate,102
TA 1,6,80.05,moderate,102
TA 1,6,79.98,moderate,102
TA 1,6,72.03,moderate,102
TA 1,6,53.77,moderate,102
TA 1,6,53.04,moderate,102
TA 1,6,53.02,moderate,102
TA 1,6,51.03,moderate,102
TA 1,6,97.93,moderate,102
TA 1,6,96.04,moderate,102
TA 1,6,95.21,moderate,102
TA 1,6,94.62,moderate,102
TA 1,6,94.12,moderate,102
TA 1,6,85.76,moderate,102
TA 1,6,85.12,moderate,102
TA 1,6,84.76,moderate,102
TA 1,6,84.5,moderate,102
TA 1,6,84.37,moderate,102
TA 1,6,87.24,moderate,102
TA 1,6,87.23,moderate,102
TA 1,6,87.14,moderate,102
TA 1,6,86.7,moderate,102
TA 1,6,86.56,moderate,102
TA 1,6,95.31,moderate,102
TA 1,6,93.37,moderate,102
TA 1,6,91.47,moderate,102
TA 1,6,90.86,moderate,102
TA 1,6,90.74,moderate,102
TA 1,6,83.92,moderate,102
TA 1,6,83.66,moderate,102
TA 1,6,83.58,moderate,102
TA 1,6,83.54,moderate,102
TA 1,6,83.46,moderate,102
TA 1,6,95.55,moderate,102
TA 1,6,87.07,moderate,102
TA 1,6,86.1,moderate,102
TA 1,6,85.77,moderate,102
TA 1,6,84.2,moderate,102
TA 1,6,64.63,moderate,102
TA 1,6,64.4,moderate,102
TA 1,6,64.23,moderate,102
TA 1,6,54.12,moderate,102
TA 1,6,53.43,moderate,102
TA 1,6,83.07,moderate,102
TA 1,6,82.8,moderate,102
TA 1,6,82.53,moderate,102
TA 1,6,82.16,moderate,102
TA 1,6,81.94,moderate,102
TA 1,6,90.81,moderate,102
TA 1,6,90.58,moderate,102
TA 1,6,90.49,moderate,102
TA 1,6,90.34,moderate,102
TA 1,6,90.18,moderate,102
TA 1,6,90.99,moderate,102
TA 1,6,90.94,moderate,102
TA 1,6,90.85,moderate,102
TA 1,6,90.46,moderate,102
TA 1,6,90.34,moderate,102
TA 1,6,97.06,moderate,102
TA 1,6,95.09,moderate,102
TA 1,6,94.54,moderate,102
TA 1,6,94.24,moderate,102
TA 1,6,94.18,moderate,102
TA 1,6,98.62,moderate,102
TA 1,6,98.34,moderate,102
TA 1,6,98.19,moderate,102
TA 1,6,98.07,moderate,102
TA 1,6,96.95,moderate,102
TA 1,6,94.25,moderate,102
TA 1,6,91.28,moderate,102
TA 1,6,90.8,moderate,102
TA 1,6,90.71,moderate,102
TA 1,6,90.64,moderate,102
TA 1,6,92.66,moderate,102
TA 1,6,91.84,moderate,102
TA 1,6,91.47,moderate,102
TA 1,6,89.44,moderate,102
TA 1,6,89.2,moderate,102
TA 1,6,44.24,moderate,102
TA 1,6,43.89,moderate,102
TA 1,6,44.24,moderate,102
TA 1,6,32.93,moderate,102
TA 1,6,29.46,moderate,102
TA 1,6,44.17,moderate,67
TA 1,6,41.46,moderate,67
TA 1,6,47.84,moderate,67
TA 1,6,47.71,moderate,67
TA 1,6,47.7,moderate,67
TA 1,6,47.26,moderate,67
TA 1,6,10.37,moderate,67
TA 1,6,76.95,moderate,67
TA 1,6,76.73,moderate,67
TA 1,6,76.33,moderate,67
TA 1,6,73.61,moderate,67
TA 1,6,6.92,moderate,67
TA 1,6,63.05,moderate,67
TA 1,6,60.64,moderate,67
TA 1,6,59.42,moderate,67
TA 1,6,57.31,moderate,67
TA 1,6,3.57,moderate,67
TA 1,6,95.02,moderate,67
TA 1,6,93.72,moderate,67
TA 1,6,93.39,moderate,67
TA 1,6,92.3,moderate,67
TA 1,6,91.0,moderate,67
TA 1,6,88.35,moderate,67
TA 1,6,86.68,moderate,67
TA 1,6,86.39,moderate,67
TA 1,6,84.01,moderate,67
TA 1,6,83.94,moderate,67
TA 1,6,79.88,moderate,67
TA 1,6,77.08,moderate,67
TA 1,6,76.1,moderate,67
TA 1,6,76.0,moderate,67
TA 1,6,75.84,moderate,67
TA 1,6,74.75,moderate,67
TA 1,6,74.42,moderate,67
TA 1,6,74.37,moderate,67
TA 1,6,73.76,moderate,67
TA 1,6,73.75,moderate,67
TA 1,6,81.71,moderate,67
TA 1,6,81.13,moderate,67
TA 1,6,80.81,moderate,67
TA 1,6,80.72,moderate,67
TA 1,6,80.18,moderate,67
TA 1,6,95.35,moderate,67
TA 1,6,93.5,moderate,67
TA 1,6,91.93,moderate,67
TA 1,6,55.92,moderate,67
TA 1,6,55.84,moderate,67
TA 1,6,81.5,moderate,67
TA 1,6,74.82,moderate,67
TA 1,6,72.93,moderate,67
TA 1,6,54.37,moderate,67
TA 1,6,54.05,moderate,67
TA 1,6,79.08,moderate,67
TA 1,6,78.9,moderate,67
TA 1,6,78.73,moderate,67
TA 1,6,78.62,moderate,67
TA 1,6,78.39,moderate,67
TA 1,6,97.52,moderate,67
TA 1,6,97.45,moderate,67
TA 1,6,96.98,moderate,67
TA 1,6,96.4,moderate,67
TA 1,6,96.13,moderate,67
TA 1,6,82.78,moderate,67
TA 1,6,82.67,moderate,67
TA 1,6,82.64,moderate,67
TA 1,6,82.5,moderate,67
TA 1,6,82.46,moderate,67
TA 1,6,23.16,moderate,96
TA 1,6,21.89,moderate,96
TA 1,6,21.86,moderate,96
TA 1,6,19.05,moderate,96
TA 1,6,19.02,moderate,96
TA 1,6,1.5,moderate,96
TA 1,6,28.37,moderate,96
TA 1,6,27.32,moderate,96
TA 1,6,27.29,moderate,96
TA 1,6,26.66,moderate,96
TA 1,6,15.68,moderate,96
TA 1,6,51.81,moderate,96
TA 1,6,49.83,moderate,96
TA 1,6,49.04,moderate,96
TA 1,6,8.13,moderate,96
TA 1,6,0.6,moderate,96
TA 1,6,95.87,moderate,96
TA 1,6,95.66,moderate,96
TA 1,6,93.84,moderate,96
TA 1,6,93.22,moderate,96
TA 1,6,92.1,moderate,96
TA 1,6,99.53,moderate,96
TA 1,6,96.64,moderate,96
TA 1,6,95.7,moderate,96
TA 1,6,94.64,moderate,96
TA 1,6,94.56,moderate,96
TA 1,6,58.89,moderate,96
TA 1,6,58.7,moderate,96
TA 1,6,58.31,moderate,96
TA 1,6,58.19,moderate,96
TA 1,6,58.12,moderate,96
TA 1,6,79.9,moderate,96
TA 1,6,79.54,moderate,96
TA 1,6,79.24,moderate,96
TA 1,6,79.16,moderate,96
TA 1,6,78.96,moderate,96
TA 1,6,89.56,moderate,96
TA 1,6,89.27,moderate,96
TA 1,6,89.1,moderate,96
TA 1,6,89.06,moderate,96
TA 1,6,89.05,moderate,96
TA 1,6,75.19,moderate,96
TA 1,6,74.33,moderate,96
TA 1,6,63.65,moderate,96
TA 1,6,62.94,moderate,96
TA 1,6,62.7,moderate,96
TA 1,6,84.21,moderate,96
TA 1,6,82.93,moderate,96
TA 1,6,81.99,moderate,96
TA 1,6,42.12,moderate,96
TA 1,6,41.47,moderate,96
TA 1,6,81.56,moderate,96
TA 1,6,72.55,moderate,96
TA 1,6,72.25,moderate,96
TA 1,6,72.01,moderate,96
TA 1,6,71.73,moderate,96
TA 1,6,93.58,moderate,96
TA 1,6,93.37,moderate,96
TA 1,6,93.33,moderate,96
TA 1,6,93.17,moderate,96
TA 1,6,93.02,moderate,96
TA 1,6,99.91,moderate,96
TA 1,6,97.79,moderate,96
TA 1,6,97.75,moderate,96
TA 1,6,97.65,moderate,96
TA 1,6,97.62,moderate,96
TA 1,6,99.3,moderate,96
TA 1,6,98.99,moderate,96
TA 1,6,98.74,moderate,96
TA 1,6,98.3,moderate,96
TA 1,6,98.25,moderate,96
TA 1,6,97.35,moderate,96
TA 1,6,97.25,moderate,96
TA 1,6,97.02,moderate,96
TA 1,6,97.02,moderate,96
TA 1,6,96.93,moderate,96
TA 1,6,99.36,moderate,96
TA 1,6,98.65,moderate,96
TA 1,6,98.4,moderate,96
TA 1,6,98.39,moderate,96
TA 1,6,97.98,moderate,96
TA 1,6,98.35,moderate,96
TA 1,6,96.72,moderate,96
TA 1,6,96.55,moderate,96
TA 1,6,90.34,moderate,96
TA 1,6,90.1,moderate,96
TA 1,6,82.13,moderate,96
TA 1,6,82.09,moderate,96
TA 1,6,81.99,moderate,96
TA 1,6,81.74,moderate,96
TA 1,6,81.64,moderate,96
TA 1,6,64.11,moderate,96
TA 1,6,63.85,moderate,96
TA 1,6,63.53,moderate,96
TA 1,6,63.36,moderate,96
TA 1,6,63.36,moderate,96
TA 1,6,88.54,moderate,97
TA 1,6,83.3,moderate,97
TA 1,6,61.09,moderate,97
TA 1,6,60.04,moderate,97
TA 1,6,58.5,moderate,97
TA 1,6,7.69,moderate,97
TA 1,6,7.69,moderate,97
TA 1,6,30.13,moderate,97
TA 1,6,30.04,moderate,97
TA 1,6,29.92,moderate,97
TA 1,6,16.84,moderate,97
TA 1,6,2.07,moderate,97
TA 1,6,47.56,moderate,97
TA 1,6,45.74,moderate,97
TA 1,6,44.82,moderate,97
TA 1,6,43.23,moderate,97
TA 1,6,1.34,moderate,97
TA 1,6,95.88,moderate,97
TA 1,6,95.67,moderate,97
TA 1,6,94.63,moderate,97
TA 1,6,93.24,moderate,97
TA 1,6,91.57,moderate,97
TA 1,6,88.56,moderate,97
TA 1,6,86.96,moderate,97
TA 1,6,86.75,moderate,97
TA 1,6,84.21,moderate,97
TA 1,6,84.13,moderate,97
TA 1,6,69.14,moderate,97
TA 1,6,67.43,moderate,97
TA 1,6,67.35,moderate,97
TA 1,6,48.76,moderate,97
TA 1,6,48.5,moderate,97
TA 1,6,71.6,moderate,97
TA 1,6,71.05,moderate,97
TA 1,6,71.01,moderate,97
TA 1,6,71.01,moderate,97
TA 1,6,70.8,moderate,97
TA 1,6,96.2,moderate,97
TA 1,6,95.56,moderate,97
TA 1,6,95.36,moderate,97
TA 1,6,94.1,moderate,97
TA 1,6,92.99,moderate,97
TA 1,6,85.03,moderate,97
TA 1,6,83.28,moderate,97
TA 1,6,82.0,moderate,97
TA 1,6,76.68,moderate,97
TA 1,6,76.52,moderate,97
TA 1,6,77.64,moderate,97
TA 1,6,66.02,moderate,97
TA 1,6,65.28,moderate,97
TA 1,6,65.03,moderate,97
TA 1,6,64.02,moderate,97
TA 1,6,89.39,moderate,97
TA 1,6,81.3,moderate,97
TA 1,6,81.11,moderate,97
TA 1,6,80.78,moderate,97
TA 1,6,80.32,moderate,97
TA 1,6,95.78,moderate,97
TA 1,6,95.63,moderate,97
TA 1,6,95.61,moderate,97
TA 1,6,95.45,moderate,97
TA 1,6,95.45,moderate,97
TA 1,6,94.69,moderate,97
TA 1,6,94.57,moderate,97
TA 1,6,94.35,moderate,97
TA 1,6,94.3,moderate,97
TA 1,6,93.83,moderate,97
TA 1,6,88.08,moderate,97
TA 1,6,79.14,moderate,97
TA 1,6,78.84,moderate,97
TA 1,6,78.65,moderate,97
TA 1,6,78.32,moderate,97
TA 1,6,83.27,moderate,97
TA 1,6,82.12,moderate,97
TA 1,6,81.76,moderate,97
TA 1,6,81.7,moderate,97
TA 1,6,81.67,moderate,97
TA 1,6,97.28,moderate,97
TA 1,6,96.53,moderate,97
TA 1,6,96.37,moderate,97
TA 1,6,96.28,moderate,97
TA 1,6,95.93,moderate,97
TA 1,6,94.41,moderate,97
TA 1,6,92.78,moderate,97
TA 1,6,92.69,moderate,97
TA 1,6,65.95,moderate,97
TA 1,6,65.63,moderate,97
TA 1,6,60.09,moderate,97
TA 1,6,59.71,moderate,97
TA 1,6,59.59,moderate,97
TA 1,6,59.54,moderate,97
TA 1,6,59.4,moderate,97
TA 1,6,77.24,moderate,97
TA 1,6,76.82,moderate,97
TA 1,6,76.81,moderate,97
TA 1,6,76.04,moderate,97
TA 1,6,75.23,moderate,97
TA 1,8,66.32,spoiled,78
TA 1,8,64.32,spoiled,78
TA 1,8,0.63,spoiled,78
TA 1,8,90.81,spoiled,78
TA 1,8,60.85,spoiled,78
TA 1,8,60.68,spoiled,78
TA 1,8,59.84,spoiled,78
TA 1,8,58.32,spoiled,78
TA 1,8,95.01,spoiled,78
TA 1,8,94.8,spoiled,78
TA 1,8,93.48,spoiled,78
TA 1,8,92.39,spoiled,78
TA 1,8,90.49,spoiled,78
TA 1,8,97.81,spoiled,78
TA 1,8,95.54,spoiled,78
TA 1,8,95.32,spoiled,78
TA 1,8,93.0,spoiled,78
TA 1,8,92.92,spoiled,78
TA 1,8,61.1,spoiled,78
TA 1,8,60.41,spoiled,78
TA 1,8,60.3,spoiled,78
TA 1,8,59.79,spoiled,78
TA 1,8,59.6,spoiled,78
TA 1,8,99.12,spoiled,78
TA 1,8,99.04,spoiled,78
TA 1,8,98.88,spoiled,78
TA 1,8,97.72,spoiled,78
TA 1,8,97.59,spoiled,78
TA 1,8,87.88,spoiled,78
TA 1,8,87.77,spoiled,78
TA 1,8,86.64,spoiled,78
TA 1,8,86.18,spoiled,78
TA 1,8,86.07,spoiled,78
TA 1,8,77.49,spoiled,78
TA 1,8,77.11,spoiled,78
TA 1,8,77.09,spoiled,78
TA 1,8,76.55,spoiled,78
TA 1,8,76.44,spoiled,78
TA 1,8,96.52,spoiled,78
TA 1,8,96.47,spoiled,78
TA 1,8,96.03,spoiled,78
TA 1,8,95.93,spoiled,78
TA 1,8,95.87,spoiled,78
TA 1,8,98.75,spoiled,78
TA 1,8,98.64,spoiled,78
TA 1,8,98.1,spoiled,78
TA 1,8,97.91,spoiled,78
TA 1,8,97.84,spoiled,78
TA 1,8,98.2,spoiled,78
TA 1,8,97.54,spoiled,78
TA 1,8,96.8,spoiled,78
TA 1,8,96.77,spoiled,78
TA 1,8,96.67,spoiled,78
TA 1,8,89.14,spoiled,78
TA 1,8,85.19,spoiled,78
TA 1,8,58.8,spoiled,78
TA 1,8,57.53,spoiled,78
TA 1,8,54.29,spoiled,78
TA 1,8,80.81,spoiled,78
TA 1,8,80.16,spoiled,78
TA 1,8,80.06,spoiled,78
TA 1,8,73.93,spoiled,78
TA 1,8,73.3,spoiled,78
TA 1,8,93.0,spoiled,78
TA 1,8,92.72,spoiled,78
TA 1,8,92.72,spoiled,78
TA 1,8,92.64,spoiled,78
TA 1,8,92.08,spoiled,78
TA 1,8,90.18,spoiled,78
TA 1,8,88.46,spoiled,78
TA 1,8,88.39,spoiled,78
TA 1,8,86.62,spoiled,78
TA 1,8,80.8,spoiled,78
TA 1,8,64.01,spoiled,78
TA 1,8,54.73,spoiled,78
TA 1,8,54.61,spoiled,78
TA 1,8,54.39,spoiled,78
TA 1,8,54.09,spoiled,78
TA 1,8,66.1,spoiled,68
TA 1,8,54.75,spoiled,68
TA 1,8,52.43,spoiled,68
TA 1,8,64.18,spoiled,68
TA 1,8,64.0,spoiled,68
TA 1,8,62.87,spoiled,68
TA 1,8,61.77,spoiled,68
TA 1,8,60.27,spoiled,68
TA 1,8,95.02,spoiled,68
TA 1,8,94.81,spoiled,68
TA 1,8,94.09,spoiled,68
TA 1,8,92.4,spoiled,68
TA 1,8,90.32,spoiled,68
TA 1,8,96.55,spoiled,68
TA 1,8,95.35,spoiled,68
TA 1,8,95.13,spoiled,68
TA 1,8,91.81,spoiled,68
TA 1,8,91.73,spoiled,68
TA 1,8,78.13,spoiled,68
TA 1,8,78.11,spoiled,68
TA 1,8,78.02,spoiled,68
TA 1,8,77.9,spoiled,68
TA 1,8,77.05,spoiled,68
TA 1,8,66.09,spoiled,68
TA 1,8,65.71,spoiled,68
TA 1,8,65.31,spoiled,68
TA 1,8,64.77,spoiled,68
TA 1,8,64.43,spoiled,68
TA 1,8,83.09,spoiled,68
TA 1,8,79.5,spoiled,68
TA 1,8,48.91,spoiled,68
TA 1,8,48.83,spoiled,68
TA 1,8,48.29,spoiled,68
TA 1,8,88.92,spoiled,68
TA 1,8,72.57,spoiled,68
TA 1,8,72.57,spoiled,68
TA 1,8,71.41,spoiled,68
TA 1,8,71.08,spoiled,68
TA 1,8,87.96,spoiled,68
TA 1,8,86.84,spoiled,68
TA 1,8,86.81,spoiled,68
TA 1,8,86.46,spoiled,68
TA 1,8,86.04,spoiled,68
TA 1,8,94.92,spoiled,68
TA 1,8,94.09,spoiled,68
TA 1,8,93.35,spoiled,68
TA 1,8,93.28,spoiled,68
TA 1,8,93.19,spoiled,68
TA 1,8,97.38,spoiled,68
TA 1,8,96.55,spoiled,68
TA 1,8,96.51,spoiled,68
TA 1,8,96.43,spoiled,68
TA 1,8,96.39,spoiled,68
TA 1,8,98.04,spoiled,68
TA 1,8,97.83,spoiled,68
TA 1,8,97.83,spoiled,68
TA 1,8,97.75,spoiled,68
TA 1,8,97.16,spoiled,68
TA 1,8,97.03,spoiled,68
TA 1,8,84.0,spoiled,68
TA 1,8,83.47,spoiled,68
